,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE / AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
13239,VOERENDAAL,V,75 t/m 79 jaar,"782,6720556601238","297,52"
13240,VOORSCHOTEN,V,75 t/m 79 jaar,"718,390869268175","497,66"
13241,VOORST,V,75 t/m 79 jaar,"760,57793916201","459,91"
13242,VUGHT,V,75 t/m 79 jaar,"620,9834029156115","584,44"
13243,WAADHOEKE,V,75 t/m 79 jaar,"676,6701348552957","791,96"
13244,WAALRE,V,75 t/m 79 jaar,"650,0688327724379","413,03"
13245,WAALWIJK,V,75 t/m 79 jaar,"805,1085314233649","867,03"
13246,WADDINXVEEN,V,75 t/m 79 jaar,"610,9638163135256","502,16"
13247,WAGENINGEN,V,75 t/m 79 jaar,"725,6441903699573","537,9"
13248,WASSENAAR,V,75 t/m 79 jaar,"665,7030715550285","581,79"
13249,WATERLAND,V,75 t/m 79 jaar,"1020,0686896135267","331,2"
13250,WEERT,V,75 t/m 79 jaar,"697,5497462415015","1044,3"
13251,WEESP,V,75 t/m 79 jaar,"692,8590196753105","319,69"
13252,WERKENDAM,V,75 t/m 79 jaar,"632,4284200768111","453,06"
13253,WEST MAAS EN WAAL,V,75 t/m 79 jaar,"714,8346350659843","334,17"
13254,WESTERVELD,V,75 t/m 79 jaar,"599,3530099104167","462,14"
13255,WESTERVOORT,V,75 t/m 79 jaar,"666,3438221000441","203,71"
13256,WESTERWOLDE,V,75 t/m 79 jaar,"792,0717402278956","554,64"
13257,WESTLAND,V,75 t/m 79 jaar,"671,2579195659865","1695,8"
13258,WESTSTELLINGWERF,V,75 t/m 79 jaar,"622,5788845654994","578,25"
13259,WESTVOORNE,V,75 t/m 79 jaar,"543,9609427816359","325,42"
13260,WIERDEN,V,75 t/m 79 jaar,"656,8807774251054","459,98"
13261,WIJCHEN,V,75 t/m 79 jaar,"831,9551695276134","681,01"
13262,WIJDEMEREN,V,75 t/m 79 jaar,"593,5114968644915","440,12"
13263,WIJK BIJ DUURSTEDE,V,75 t/m 79 jaar,"805,8480490164463","310,1"
13264,WINSUM,V,75 t/m 79 jaar,"634,6015170552375","214,89"
13265,WINTERSWIJK,V,75 t/m 79 jaar,"680,95592165353","591,22"
13266,WOENSDRECHT,V,75 t/m 79 jaar,"711,2080077893088","421,09"
13267,WOERDEN,V,75 t/m 79 jaar,"720,8989712645887","780,57"
13268,WORMERLAND,V,75 t/m 79 jaar,"625,6547663361646","295,51"
13269,WOUDENBERG,V,75 t/m 79 jaar,"512,7775895765473","230,25"
13270,WOUDRICHEM,V,75 t/m 79 jaar,"649,2934897079942","208,9"
13271,ZAANSTAD,V,75 t/m 79 jaar,"766,4650863957995","2350,23"
13272,ZALTBOMMEL,V,75 t/m 79 jaar,"720,7641583846033","380,34"
13273,ZANDVOORT,V,75 t/m 79 jaar,"652,4101607505349","364,54"
13274,ZEDERIK,V,75 t/m 79 jaar,"862,9495660644704","225,84"
13275,ZEEWOLDE,V,75 t/m 79 jaar,"543,2364243580846","230,56"
13276,ZEIST,V,75 t/m 79 jaar,"842,6474464579901","1171,51"
13277,ZEVENAAR,V,75 t/m 79 jaar,"763,6557723071454","900,16"
13278,ZOETERMEER,V,75 t/m 79 jaar,"711,0572833510397","1647,25"
13279,ZOETERWOUDE,V,75 t/m 79 jaar,"652,4248528902735","144,45"
13280,ZUIDHORN,V,75 t/m 79 jaar,"616,356615132029","292,36"
13281,ZUIDPLAS,V,75 t/m 79 jaar,"714,8222739435392","631,59"
13282,ZUNDERT,V,75 t/m 79 jaar,"760,6835843806965","416,92"
13283,ZUTPHEN,V,75 t/m 79 jaar,"552,0983857353872","758,24"
13284,ZWARTEWATERLAND,V,75 t/m 79 jaar,"909,3362510147178","283,33"
13285,ZWIJNDRECHT,V,75 t/m 79 jaar,"679,9036457024536","994,87"
13286,ZWOLLE,V,75 t/m 79 jaar,"708,2392172546779","1750,25"
13287,AA EN HUNZE,V,80 t/m 84 jaar,"791,1893345336523","422,11"
13288,AALBURG,V,80 t/m 84 jaar,"933,202734954525","155,03"
13289,AALSMEER,V,80 t/m 84 jaar,"889,6926369646159","394,81"
13290,AALTEN,V,80 t/m 84 jaar,"807,0640458863271","441,09"
13291,ACHTKARSPELEN,V,80 t/m 84 jaar,"812,318196457327","341,55"
13292,ALBLASSERDAM,V,80 t/m 84 jaar,"775,1510287279444","313,98"
13293,ALBRANDSWAARD,V,80 t/m 84 jaar,"927,8532623626373","291,2"
13294,ALKMAAR,V,80 t/m 84 jaar,"739,6621694067192","1343,04"
13295,ALMELO,V,80 t/m 84 jaar,"862,943338967066","1070,93"
13296,ALMERE,V,80 t/m 84 jaar,"813,8061627600737","1328,95"
13297,ALPHEN AAN DEN RIJN,V,80 t/m 84 jaar,"810,2053308976169","1204,3"
13298,ALPHEN-CHAAM,V,80 t/m 84 jaar,"468,4045704927795","134,34"
13299,AMELAND,V,80 t/m 84 jaar,"543,3463780183181","48,04"
13300,AMERSFOORT,V,80 t/m 84 jaar,"791,3889173533295","1658,99"
13301,AMSTELVEEN,V,80 t/m 84 jaar,"800,9005738965802","1690,2"
13302,AMSTERDAM,V,80 t/m 84 jaar,"852,8708213418993","7359,42"
13303,APELDOORN,V,80 t/m 84 jaar,"788,0547966029146","2499,79"
13304,APPINGEDAM,V,80 t/m 84 jaar,"895,8554644577804","236,62"
13305,ARNHEM,V,80 t/m 84 jaar,"815,6294286551422","1706,5"
13306,ASSEN,V,80 t/m 84 jaar,"731,1376984582025","959,27"
13307,ASTEN,V,80 t/m 84 jaar,"700,3602230661987","208,01"
13308,BAARLE-NASSAU,V,80 t/m 84 jaar,"790,2472424910911","117,86"
13309,BAARN,V,80 t/m 84 jaar,"820,9339018162548","415,14"
13310,BARENDRECHT,V,80 t/m 84 jaar,"675,8747198655356","499,76"
13311,BARNEVELD,V,80 t/m 84 jaar,"841,9882694507171","681,98"
13312,BEDUM,V,80 t/m 84 jaar,"711,1780199106373","127,57"
13313,BEEK,V,80 t/m 84 jaar,"790,2317729351628","297,36"
13314,BEEMSTER,V,80 t/m 84 jaar,"680,865855513308","131,5"
13315,BEESEL,V,80 t/m 84 jaar,"848,121892322046","182,21"
13316,BERG EN DAL,V,80 t/m 84 jaar,"776,1205018359852","653,6"
13317,BERGEIJK,V,80 t/m 84 jaar,"722,1012690172328","277,38"
13318,BERGEN LB,V,80 t/m 84 jaar,"866,7009792860688","221,59"
13319,BERGEN NH,V,80 t/m 84 jaar,"694,4921250785958","652,07"
13320,BERGEN OP ZOOM,V,80 t/m 84 jaar,"904,6457810158632","967,65"
13321,BERKELLAND,V,80 t/m 84 jaar,"784,7799585846764","666,42"
13322,BERNHEZE,V,80 t/m 84 jaar,"948,4964710209899","434,97"
13323,BEST,V,80 t/m 84 jaar,"734,3233481734824","339,17"
13324,BEUNINGEN,V,80 t/m 84 jaar,"834,14959023601","284,31"
13325,BEVERWIJK,V,80 t/m 84 jaar,"872,069588808263","611,88"
13326,BINNENMAAS,V,80 t/m 84 jaar,"737,2474029590527","412,97"
13327,BLADEL,V,80 t/m 84 jaar,"816,325540796964","263,5"
13328,BLARICUM,V,80 t/m 84 jaar,"690,847276659008","147,98"
13329,BLOEMENDAAL,V,80 t/m 84 jaar,"623,6906639896744","557,84"
13330,BODEGRAVEN-REEUWIJK,V,80 t/m 84 jaar,"721,253175616641","446,37"
13331,BOEKEL,V,80 t/m 84 jaar,"972,3502132679918","110,19"
13332,BORGER-ODOORN,V,80 t/m 84 jaar,"822,2427930813581","374,64"
13333,BORNE,V,80 t/m 84 jaar,"909,4512009547965","335,15"
13334,BORSELE,V,80 t/m 84 jaar,"597,6161222553537","295,12"
13335,BOXMEER,V,80 t/m 84 jaar,"830,2477757906413","441,73"
13336,BOXTEL,V,80 t/m 84 jaar,"875,881044442374","429,32"
13337,BREDA,V,80 t/m 84 jaar,"705,6709139871053","2684,83"
13338,BRIELLE,V,80 t/m 84 jaar,"729,4492792193391","225,45"
13339,BRONCKHORST,V,80 t/m 84 jaar,"777,3305828345633","688,36"
13340,BRUMMEN,V,80 t/m 84 jaar,"800,6055684454756","340,49"
13341,BRUNSSUM,V,80 t/m 84 jaar,"792,5439684715558","583,6"
13342,BUNNIK,V,80 t/m 84 jaar,"827,4856536926148","240,48"
13343,BUNSCHOTEN,V,80 t/m 84 jaar,"803,0488949735967","204,52"
13344,BUREN,V,80 t/m 84 jaar,"679,8917294800098","287,89"
13345,CAPELLE AAN DEN IJSSEL,V,80 t/m 84 jaar,"800,8796407639724","923,07"
13346,CASTRICUM,V,80 t/m 84 jaar,"766,775820329113","611,34"
13347,COEVORDEN,V,80 t/m 84 jaar,"946,9677678235091","610,57"
13348,CRANENDONCK,V,80 t/m 84 jaar,"825,686363476487","284,31"
13349,CROMSTRIJEN,V,80 t/m 84 jaar,"855,2011717506208","157,03"
13350,CUIJK,V,80 t/m 84 jaar,"832,7775727894807","298,12"
13351,CULEMBORG,V,80 t/m 84 jaar,"798,8771158904534","323,15"
13352,DALFSEN,V,80 t/m 84 jaar,"835,0609378597559","390,89"
13353,DANTUMADIEL,V,80 t/m 84 jaar,"980,6793877123087","286,14"
13354,DE BILT,V,80 t/m 84 jaar,"730,6873937937678","923,91"
13355,DE FRYSKE MARREN,V,80 t/m 84 jaar,"896,3313492611518","724,1"
13356,DE MARNE,V,80 t/m 84 jaar,"909,6139981765903","142,59"
13357,DE RONDE VENEN,V,80 t/m 84 jaar,"711,5597247848804","579,91"
13358,DE WOLDEN,V,80 t/m 84 jaar,"830,7640268329105","421,87"
13359,DELFT,V,80 t/m 84 jaar,"905,5121214900413","1308,42"
13360,DELFZIJL,V,80 t/m 84 jaar,"934,7005113879566","443,89"
13361,DEN HELDER,V,80 t/m 84 jaar,"932,1096471898122","862,22"
13362,DEURNE,V,80 t/m 84 jaar,"669,2628880850402","450,61"
13363,DEVENTER,V,80 t/m 84 jaar,"840,6168557846557","1358,94"
13364,DIEMEN,V,80 t/m 84 jaar,"842,6710603808508","356,57"
13365,DINKELLAND,V,80 t/m 84 jaar,"747,5564215200038","423,42"
13366,DOESBURG,V,80 t/m 84 jaar,"1049,7884805130736","162,16"
13367,DOETINCHEM,V,80 t/m 84 jaar,"807,5194709158786","838,43"
13368,DONGEN,V,80 t/m 84 jaar,"672,1405545536519","354,88"
13369,DONGERADEEL,V,80 t/m 84 jaar,"1011,6334780107725","382,46"
13370,DORDRECHT,V,80 t/m 84 jaar,"783,6639849557782","1701,65"
13371,DRECHTERLAND,V,80 t/m 84 jaar,"649,5085817108055","216,74"
13372,DRIMMELEN,V,80 t/m 84 jaar,"801,6228204098031","373,35"
13373,DRONTEN,V,80 t/m 84 jaar,"774,0936758974782","484,97"
13374,DRUTEN,V,80 t/m 84 jaar,"789,8253235992296","223,27"
13375,DUIVEN,V,80 t/m 84 jaar,"779,2890182707154","310,88"
13376,ECHT-SUSTEREN,V,80 t/m 84 jaar,"854,1588670798898","580,8"
13377,EDAM-VOLENDAM,V,80 t/m 84 jaar,"836,8703747004151","342,14"
13378,EDE,V,80 t/m 84 jaar,"785,8159993012316","1602,82"
13379,EEMNES,V,80 t/m 84 jaar,"552,2213921498874","84,33"
13380,EEMSMOND,V,80 t/m 84 jaar,"872,0783594531512","239,92"
13381,EERSEL,V,80 t/m 84 jaar,"845,1666284065195","304,93"
13382,EIJSDEN-MARGRATEN,V,80 t/m 84 jaar,"856,1431216727104","388,83"
13383,EINDHOVEN,V,80 t/m 84 jaar,"856,0092436493264","3315,79"
13384,ELBURG,V,80 t/m 84 jaar,"1079,4376198981279","302,34"
13385,EMMEN,V,80 t/m 84 jaar,"873,3183512387634","1733,18"
13386,ENKHUIZEN,V,80 t/m 84 jaar,"863,9885344635288","224,15"
13387,ENSCHEDE,V,80 t/m 84 jaar,"816,6500744581105","2175,72"
13388,EPE,V,80 t/m 84 jaar,"1051,523337610736","646,81"
13389,ERMELO,V,80 t/m 84 jaar,"761,0553024072551","449,89"
13390,ETTEN-LEUR,V,80 t/m 84 jaar,"775,5794089644061","546,16"
13391,FERWERDERADIEL,V,80 t/m 84 jaar,"567,4241254928279","119,21"
13392,GEERTRUIDENBERG,V,80 t/m 84 jaar,"968,6809573724668","286,2"
13393,GELDERMALSEN,V,80 t/m 84 jaar,"826,9070984725581","326,69"
13394,GELDROP-MIERLO,V,80 t/m 84 jaar,"977,5988768366797","649,95"
13395,GEMERT-BAKEL,V,80 t/m 84 jaar,"706,0634994325802","387,72"
13396,GENNEP,V,80 t/m 84 jaar,"758,1198359093357","241,33"
13397,GIESSENLANDEN,V,80 t/m 84 jaar,"746,9886145803079","172,15"
13398,GILZE EN RIJEN,V,80 t/m 84 jaar,"858,4429375185075","337,7"
13399,GOEREE-OVERFLAKKEE,V,80 t/m 84 jaar,"940,5490984126127","741,47"
13400,GOES,V,80 t/m 84 jaar,"743,343268730972","673,35"
13401,GOIRLE,V,80 t/m 84 jaar,"913,7270174063551","306,21"
13402,GOOISE MEREN,V,80 t/m 84 jaar,"674,7383773841572","1043,87"
13403,GORINCHEM,V,80 t/m 84 jaar,"761,9605681861749","521,66"
13404,GOUDA,V,80 t/m 84 jaar,"1038,1577638695555","941,09"
13405,GRAVE,V,80 t/m 84 jaar,"953,8697555875048","153,02"
13406,GRONINGEN,V,80 t/m 84 jaar,"700,3492783643887","2080,69"
13407,GROOTEGAST,V,80 t/m 84 jaar,"937,5212245150894","161,37"
13408,GULPEN-WITTEM,V,80 t/m 84 jaar,"810,1328925766517","225,37"
13409,HAAKSBERGEN,V,80 t/m 84 jaar,"641,2967301122499","368,82"
13410,HAAREN,V,80 t/m 84 jaar,"1049,567572335921","170,04"
13411,HAARLEM,V,80 t/m 84 jaar,"695,549333553798","2177,22"
13412,HAARLEMMERLIEDE CA,V,80 t/m 84 jaar,"783,6561829878484","69,95"
13413,HAARLEMMERMEER,V,80 t/m 84 jaar,"857,1142889330122","1420,26"
13414,HALDERBERGE,V,80 t/m 84 jaar,"901,7191039807667","432,58"
13415,HARDENBERG,V,80 t/m 84 jaar,"835,8288042413717","765,79"
13416,HARDERWIJK,V,80 t/m 84 jaar,"851,666014653146","582,81"
13417,HARDINXVELD-GIESSENDAM,V,80 t/m 84 jaar,"828,9144824792385","246,85"
13418,HAREN,V,80 t/m 84 jaar,"582,3357819957331","454,67"
13419,HARLINGEN,V,80 t/m 84 jaar,"1065,5157917019476","236,2"
13420,HATTEM,V,80 t/m 84 jaar,"1063,785461981781","215,16"
13421,HEEMSKERK,V,80 t/m 84 jaar,"965,7953168163609","691,41"
13422,HEEMSTEDE,V,80 t/m 84 jaar,"781,8373285796938","639,51"
13423,HEERDE,V,80 t/m 84 jaar,"1054,8482191604844","311,37"
13424,HEERENVEEN,V,80 t/m 84 jaar,"706,7714812467592","867,85"
13425,HEERHUGOWAARD,V,80 t/m 84 jaar,"858,254036054656","435,45"
13426,HEERLEN,V,80 t/m 84 jaar,"882,5817530271942","1730,15"
13427,HEEZE-LEENDE,V,80 t/m 84 jaar,"936,130471928397","245,8"
13428,HEILOO,V,80 t/m 84 jaar,"644,1250766938382","456,36"
13429,HELLENDOORN,V,80 t/m 84 jaar,"864,3984900504485","570,88"
13430,HELLEVOETSLUIS,V,80 t/m 84 jaar,"773,0105412065346","438,28"
13431,HELMOND,V,80 t/m 84 jaar,"817,8727165071538","1030,22"
13432,HENDRIK-IDO-AMBACHT,V,80 t/m 84 jaar,"806,7510895883776","351,05"
13433,HENGELO,V,80 t/m 84 jaar,"772,4680447068811","1342,97"
13434,HEUMEN,V,80 t/m 84 jaar,"876,7284427284427","240,87"
13435,HEUSDEN,V,80 t/m 84 jaar,"813,4160753497995","551,03"
13436,HILLEGOM,V,80 t/m 84 jaar,"1077,9036675111593","331,56"
13437,HILVARENBEEK,V,80 t/m 84 jaar,"1122,3946207690094","208,58"
13438,HILVERSUM,V,80 t/m 84 jaar,"694,8438051879159","1489,23"
13439,HOF VAN TWENTE,V,80 t/m 84 jaar,"799,9904259293853","642,36"
13440,HOLLANDS KROON,V,80 t/m 84 jaar,"774,7555001466706","545,44"
13441,HOOGEVEEN,V,80 t/m 84 jaar,"1003,507106879183","869,58"
13442,HOORN,V,80 t/m 84 jaar,"751,2587463377404","812,34"
13443,HORST AAN DE MAAS,V,80 t/m 84 jaar,"1200,57458427283","567,68"
13444,HOUTEN,V,80 t/m 84 jaar,"779,3566086994999","451,98"
13445,HUIZEN,V,80 t/m 84 jaar,"669,7885218610357","570,65"
13446,HULST,V,80 t/m 84 jaar,"767,7278490190797","482,71"
13447,IJSSELSTEIN,V,80 t/m 84 jaar,"981,0984729736563","395,54"
13448,KAAG EN BRAASSEM,V,80 t/m 84 jaar,"772,5141722275183","314,7"
13449,KAMPEN,V,80 t/m 84 jaar,"1049,9385920244424","628,42"
13450,KAPELLE,V,80 t/m 84 jaar,"783,3514752219994","174,55"
13451,KATWIJK,V,80 t/m 84 jaar,"876,6344463747381","782,84"
13452,KERKRADE,V,80 t/m 84 jaar,"888,5232735640564","877,82"
13453,KOGGENLAND,V,80 t/m 84 jaar,"753,3944027911809","269,42"
13454,KOLLUMERLAND CA,V,80 t/m 84 jaar,"798,8470113527561","146,22"
13455,KORENDIJK,V,80 t/m 84 jaar,"829,5741124024837","125,62"
13456,KRIMPEN AAN DEN IJSSEL,V,80 t/m 84 jaar,"843,8891045500353","535,82"
13457,KRIMPENERWAARD,V,80 t/m 84 jaar,"703,5930026285463","772,29"
13458,LAARBEEK,V,80 t/m 84 jaar,"921,9429920349434","311,36"
13459,LANDERD,V,80 t/m 84 jaar,"805,1592592592593","189,0"
13460,LANDGRAAF,V,80 t/m 84 jaar,"945,4170391480426","666,7"
13461,LANDSMEER,V,80 t/m 84 jaar,"754,4397305665707","184,09"
13462,LANGEDIJK,V,80 t/m 84 jaar,"652,7606544132498","297,06"
13463,LANSINGERLAND,V,80 t/m 84 jaar,"749,2503533248778","551,9"
13464,LAREN,V,80 t/m 84 jaar,"605,2422672650063","332,03"
13465,LEEK,V,80 t/m 84 jaar,"690,744949938521","284,65"
13466,LEERDAM,V,80 t/m 84 jaar,"1046,3408290436198","295,28"
13467,LEEUWARDEN,V,80 t/m 84 jaar,"791,3930388059701","1675,0"
13468,LEIDEN,V,80 t/m 84 jaar,"795,2733643254633","1310,01"
13469,LEIDERDORP,V,80 t/m 84 jaar,"717,7949067656397","447,26"
13470,LEIDSCHENDAM-VOORBURG,V,80 t/m 84 jaar,"810,1566986922873","1498,8"
13471,LELYSTAD,V,80 t/m 84 jaar,"832,6189603926177","578,68"
13472,LEUDAL,V,80 t/m 84 jaar,"678,1596758817922","524,5"
13473,LEUSDEN,V,80 t/m 84 jaar,"684,4647017339072","411,21"
13474,LINGEWAAL,V,80 t/m 84 jaar,"631,4351025520589","127,74"
13475,LINGEWAARD,V,80 t/m 84 jaar,"899,5356457271464","604,28"
13476,LISSE,V,80 t/m 84 jaar,"864,0669877898509","357,08"
13477,LOCHEM,V,80 t/m 84 jaar,"632,4726895119419","674,1"
13478,LOON OP ZAND,V,80 t/m 84 jaar,"899,4804430884252","363,81"
13479,LOPIK,V,80 t/m 84 jaar,"694,7717283856741","131,51"
13480,LOPPERSUM,V,80 t/m 84 jaar,"957,834126491482","144,99"
13481,LOSSER,V,80 t/m 84 jaar,"801,2842671472258","366,24"
13482,MAASDRIEL,V,80 t/m 84 jaar,"874,7679962553078","299,09"
13483,MAASGOUW,V,80 t/m 84 jaar,"822,5085901027078","428,4"
13484,MAASSLUIS,V,80 t/m 84 jaar,"660,489853506244","499,68"
13485,MAASTRICHT,V,80 t/m 84 jaar,"904,1640026202168","2091,43"
13486,MARUM,V,80 t/m 84 jaar,"686,6414937759337","108,45"
13487,MEDEMBLIK,V,80 t/m 84 jaar,"808,828263664917","474,39"
13488,MEERSSEN,V,80 t/m 84 jaar,"1207,5179228831623","361,27"
13489,MEIERIJSTAD,V,80 t/m 84 jaar,"824,6738676685452","1054,02"
13490,MEPPEL,V,80 t/m 84 jaar,"843,3558225921947","446,88"
13491,MIDDELBURG,V,80 t/m 84 jaar,"672,6840529975617","775,13"
13492,MIDDEN-DELFLAND,V,80 t/m 84 jaar,"945,2944066223117","258,52"
13493,MIDDEN-DRENTHE,V,80 t/m 84 jaar,"940,2280626891148","515,56"
13494,MIDDEN-GRONINGEN,V,80 t/m 84 jaar,"931,2189489972029","840,15"
13495,MILL EN SINT HUBERT,V,80 t/m 84 jaar,"726,8689662959408","177,13"
13496,MOERDIJK,V,80 t/m 84 jaar,"877,2765422791808","477,54"
13497,MOLENWAARD,V,80 t/m 84 jaar,"789,0829222983792","312,22"
13498,MONTFERLAND,V,80 t/m 84 jaar,"869,7982492314612","533,48"
13499,MONTFOORT,V,80 t/m 84 jaar,"773,1700317965024","125,8"
13500,MOOK EN MIDDELAAR,V,80 t/m 84 jaar,"644,1087936865839","124,18"
13501,NEDER-BETUWE,V,80 t/m 84 jaar,"1196,912545623703","279,46"
13502,NEDERWEERT,V,80 t/m 84 jaar,"827,2802607875096","233,14"
13503,NEERIJNEN,V,80 t/m 84 jaar,"1058,6907663551403","133,75"
13504,NIEUWEGEIN,V,80 t/m 84 jaar,"763,9130363737377","611,98"
13505,NIEUWKOOP,V,80 t/m 84 jaar,"1048,7757891311421","307,3"
13506,NIJKERK,V,80 t/m 84 jaar,"729,8620193000144","486,01"
13507,NIJMEGEN,V,80 t/m 84 jaar,"798,833307298023","2048,5"
13508,NISSEWAARD,V,80 t/m 84 jaar,"913,5985940508908","1069,74"
13509,NOORD-BEVELAND,V,80 t/m 84 jaar,"1127,525105922654","110,93"
13510,NOORDENVELD,V,80 t/m 84 jaar,"684,7627722205322","558,83"
13511,NOORDOOSTPOLDER,V,80 t/m 84 jaar,"902,3156278393603","550,3"
13512,NOORDWIJK,V,80 t/m 84 jaar,"794,6434225512529","351,2"
13513,NOORDWIJKERHOUT,V,80 t/m 84 jaar,"859,2347508685519","227,39"
13514,NUENEN CA,V,80 t/m 84 jaar,"856,489816567661","306,38"
13515,NUNSPEET,V,80 t/m 84 jaar,"843,0956380575946","425,04"
13516,NUTH,V,80 t/m 84 jaar,"941,2641650897926","280,09"
13517,OEGSTGEEST,V,80 t/m 84 jaar,"632,0081457205282","421,08"
13518,OIRSCHOT,V,80 t/m 84 jaar,"905,5169479249657","276,14"
13519,OISTERWIJK,V,80 t/m 84 jaar,"886,2752813871625","460,22"
13520,OLDAMBT,V,80 t/m 84 jaar,"920,9587865765403","670,17"
13521,OLDEBROEK,V,80 t/m 84 jaar,"1021,7810304867178","280,45"
13522,OLDENZAAL,V,80 t/m 84 jaar,"759,4437223451326","506,24"
13523,OLST-WIJHE,V,80 t/m 84 jaar,"858,5727956753599","273,78"
13524,OMMEN,V,80 t/m 84 jaar,"722,1848699934816","276,14"
13525,ONDERBANKEN,V,80 t/m 84 jaar,"781,8938722493888","130,88"
13526,OOST GELRE,V,80 t/m 84 jaar,"1089,2475462574023","488,03"
13527,OOSTERHOUT,V,80 t/m 84 jaar,"692,6605547719794","765,72"
13528,OOSTSTELLINGWERF,V,80 t/m 84 jaar,"905,1660550232752","406,01"
13529,OOSTZAAN,V,80 t/m 84 jaar,"678,4045074349442","129,12"
13530,OPMEER,V,80 t/m 84 jaar,"879,3933967543369","142,96"
13531,OPSTERLAND,V,80 t/m 84 jaar,"829,4719673582177","463,21"
13532,OSS,V,80 t/m 84 jaar,"979,013512404157","1218,14"
13533,OUD-BEIJERLAND,V,80 t/m 84 jaar,"871,8648919804696","299,02"
13534,OUDE IJSSELSTREEK,V,80 t/m 84 jaar,"827,0228890543559","671,5"
13535,OUDER-AMSTEL,V,80 t/m 84 jaar,"695,2360809519673","230,26"
13536,OUDEWATER,V,80 t/m 84 jaar,"753,0889412457665","135,82"
13537,OVERBETUWE,V,80 t/m 84 jaar,"988,5208623770346","509,29"
13538,PAPENDRECHT,V,80 t/m 84 jaar,"819,0018712408109","448,9"
13539,PEEL EN MAAS,V,80 t/m 84 jaar,"1068,2260528038403","595,79"
13540,PEKELA,V,80 t/m 84 jaar,"963,3637436099095","203,44"
13541,PIJNACKER-NOOTDORP,V,80 t/m 84 jaar,"712,7395929694727","497,26"
13542,PURMEREND,V,80 t/m 84 jaar,"908,9944764303707","1111,6"
13543,PUTTEN,V,80 t/m 84 jaar,"845,0432659981875","342,07"
13544,RAALTE,V,80 t/m 84 jaar,"852,693459792649","566,19"
13545,REIMERSWAAL,V,80 t/m 84 jaar,"875,2385577872901","303,7"
13546,RENKUM,V,80 t/m 84 jaar,"785,8479906652406","719,89"
13547,RENSWOUDE,V,80 t/m 84 jaar,"945,2703412073491","45,72"
13548,REUSEL-DE MIERDEN,V,80 t/m 84 jaar,"792,4106682649086","166,85"
13549,RHEDEN,V,80 t/m 84 jaar,"700,5850291813853","1041,76"
13550,RHENEN,V,80 t/m 84 jaar,"631,4228268371536","275,29"
13551,RIDDERKERK,V,80 t/m 84 jaar,"731,7367269812185","873,2"
13552,RIJSSEN-HOLTEN,V,80 t/m 84 jaar,"1012,4983680130559","588,24"
13553,RIJSWIJK,V,80 t/m 84 jaar,"747,8625612690491","1122,1"
13554,ROERDALEN,V,80 t/m 84 jaar,"837,7884289448738","348,11"
13555,ROERMOND,V,80 t/m 84 jaar,"809,3860681818181","880,0"
13556,ROOSENDAAL,V,80 t/m 84 jaar,"799,6919009325585","1183,84"
13557,ROTTERDAM,V,80 t/m 84 jaar,"869,7761221076768","8443,04"
13558,ROZENDAAL,V,80 t/m 84 jaar,"515,8377807133421","37,85"
13559,RUCPHEN,V,80 t/m 84 jaar,"1006,2397326559002","330,66"
13560,S GRAVENHAGE,V,80 t/m 84 jaar,"864,0663169308827","5920,66"
13561,S HERTOGENBOSCH,V,80 t/m 84 jaar,"840,8521078869999","1955,75"
13562,SCHAGEN,V,80 t/m 84 jaar,"739,1647917703666","602,7"
13563,SCHERPENZEEL,V,80 t/m 84 jaar,"646,8404986008649","117,93"
13564,SCHIEDAM,V,80 t/m 84 jaar,"798,0345577346151","1168,19"
13565,SCHIERMONNIKOOG,V,80 t/m 84 jaar,"726,7025","12,0"
13566,SCHINNEN,V,80 t/m 84 jaar,"784,1080560901842","218,22"
13567,SCHOUWEN-DUIVELAND,V,80 t/m 84 jaar,"808,2192825566092","592,66"
13568,SIMPELVELD,V,80 t/m 84 jaar,"687,5800088761774","202,79"
13569,SINT ANTHONIS,V,80 t/m 84 jaar,"712,963512797031","207,47"
13570,SINT-MICHIELSGESTEL,V,80 t/m 84 jaar,"771,3625155067216","394,99"
13571,SITTARD-GELEEN,V,80 t/m 84 jaar,"870,3336075307748","1726,25"
13572,SLIEDRECHT,V,80 t/m 84 jaar,"1024,6086093044041","402,82"
13573,SLUIS,V,80 t/m 84 jaar,"670,0971250025362","492,87"
13574,SMALLINGERLAND,V,80 t/m 84 jaar,"771,0854668327337","867,12"
13575,SOEST,V,80 t/m 84 jaar,"722,2055754128727","766,58"
13576,SOMEREN,V,80 t/m 84 jaar,"765,6311502000505","277,43"
13577,SON EN BREUGEL,V,80 t/m 84 jaar,"842,1762725352759","326,71"
13578,STADSKANAAL,V,80 t/m 84 jaar,"859,5803675235759","619,28"
13579,STAPHORST,V,80 t/m 84 jaar,"871,4933695182879","162,13"
13580,STEDE BROEC,V,80 t/m 84 jaar,"660,3457965206303","219,58"
13581,STEENBERGEN,V,80 t/m 84 jaar,"913,20751957326","348,69"
13582,STEENWIJKERLAND,V,80 t/m 84 jaar,"776,6376503689241","696,62"
13583,STEIN,V,80 t/m 84 jaar,"743,5280073461893","457,38"
13584,STICHTSE VECHT,V,80 t/m 84 jaar,"742,1342789121645","793,87"
