,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE / AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
13585,STRIJEN,V,80 t/m 84 jaar,"998,3445109780438","100,2"
13586,SUDWEST-FRYSLAN,V,80 t/m 84 jaar,"776,2448165177409","1267,97"
13587,TEN BOER,V,80 t/m 84 jaar,"689,987259419897","110,67"
13588,TERNEUZEN,V,80 t/m 84 jaar,"783,5528922714207","967,06"
13589,TERSCHELLING,V,80 t/m 84 jaar,"985,4561375321337","62,24"
13590,TEXEL,V,80 t/m 84 jaar,"738,0748176154216","187,79"
13591,TEYLINGEN,V,80 t/m 84 jaar,"763,8955829471377","520,03"
13592,THOLEN,V,80 t/m 84 jaar,"1304,7506877789326","327,14"
13593,TIEL,V,80 t/m 84 jaar,"782,9049411963788","472,76"
13594,TILBURG,V,80 t/m 84 jaar,"850,3290137553773","2636,06"
13595,TUBBERGEN,V,80 t/m 84 jaar,"837,7283509796007","322,07"
13596,TWENTERAND,V,80 t/m 84 jaar,"947,9073087938898","471,35"
13597,TYNAARLO,V,80 t/m 84 jaar,"733,8479550218553","615,41"
13598,TYTSJERKSTERADIEL,V,80 t/m 84 jaar,"690,8618609826083","512,31"
13599,UDEN,V,80 t/m 84 jaar,"778,5636891665933","568,15"
13600,UITGEEST,V,80 t/m 84 jaar,"747,3428535241594","157,91"
13601,UITHOORN,V,80 t/m 84 jaar,"815,6254181436916","400,58"
13602,URK,V,80 t/m 84 jaar,"953,1483687438885","112,49"
13603,UTRECHT,V,80 t/m 84 jaar,"876,0424887563818","2763,79"
13604,UTRECHTSE HEUVELRUG,V,80 t/m 84 jaar,"717,3723085527104","1001,32"
13605,VAALS,V,80 t/m 84 jaar,"1096,5765242637908","168,77"
13606,VALKENBURG AAN DE GEUL,V,80 t/m 84 jaar,"966,4836781475786","344,63"
13607,VALKENSWAARD,V,80 t/m 84 jaar,"690,1989114658926","551,2"
13608,VEENDAM,V,80 t/m 84 jaar,"871,5871688601276","412,59"
13609,VEENENDAAL,V,80 t/m 84 jaar,"876,3527093846525","786,71"
13610,VEERE,V,80 t/m 84 jaar,"652,4176012164987","368,27"
13611,VELDHOVEN,V,80 t/m 84 jaar,"724,2907357137885","718,35"
13612,VELSEN,V,80 t/m 84 jaar,"894,1097443782432","1248,72"
13613,VENLO,V,80 t/m 84 jaar,"960,6331343593629","1636,73"
13614,VENRAY,V,80 t/m 84 jaar,"829,0463978494624","558,0"
13615,VIANEN,V,80 t/m 84 jaar,"855,8577996195309","252,32"
13616,VLAARDINGEN,V,80 t/m 84 jaar,"768,3979987530224","1315,18"
13617,VLIELAND,V,80 t/m 84 jaar,"769,1616666666667","12,0"
13618,VLISSINGEN,V,80 t/m 84 jaar,"814,2259776983407","749,72"
13619,VOERENDAAL,V,80 t/m 84 jaar,"789,4123151079816","211,61"
13620,VOORSCHOTEN,V,80 t/m 84 jaar,"722,2011384410836","481,36"
13621,VOORST,V,80 t/m 84 jaar,"851,3486763831053","403,44"
13622,VUGHT,V,80 t/m 84 jaar,"930,3086152196256","447,58"
13623,WAADHOEKE,V,80 t/m 84 jaar,"896,990176506005","631,14"
13624,WAALRE,V,80 t/m 84 jaar,"726,3573127936716","336,26"
13625,WAALWIJK,V,80 t/m 84 jaar,"804,7006241674025","668,09"
13626,WADDINXVEEN,V,80 t/m 84 jaar,"825,2595295375568","374,1"
13627,WAGENINGEN,V,80 t/m 84 jaar,"710,6600927147025","500,46"
13628,WASSENAAR,V,80 t/m 84 jaar,"692,4451704841681","575,42"
13629,WATERLAND,V,80 t/m 84 jaar,"736,8009732360098","246,6"
13630,WEERT,V,80 t/m 84 jaar,"954,9325289748928","778,26"
13631,WEESP,V,80 t/m 84 jaar,"561,4483512841757","301,75"
13632,WERKENDAM,V,80 t/m 84 jaar,"918,5763771091866","336,03"
13633,WEST MAAS EN WAAL,V,80 t/m 84 jaar,"848,9365941414072","294,61"
13634,WESTERVELD,V,80 t/m 84 jaar,"745,8407747866054","335,06"
13635,WESTERVOORT,V,80 t/m 84 jaar,"763,816092693917","155,35"
13636,WESTERWOLDE,V,80 t/m 84 jaar,"901,5646087349204","465,03"
13637,WESTLAND,V,80 t/m 84 jaar,"822,8777036280243","1380,09"
13638,WESTSTELLINGWERF,V,80 t/m 84 jaar,"800,1140358784818","443,72"
13639,WESTVOORNE,V,80 t/m 84 jaar,"743,9168425991086","255,78"
13640,WIERDEN,V,80 t/m 84 jaar,"792,7124587109342","354,21"
13641,WIJCHEN,V,80 t/m 84 jaar,"1027,5703347323165","488,45"
13642,WIJDEMEREN,V,80 t/m 84 jaar,"647,8938733593828","399,24"
13643,WIJK BIJ DUURSTEDE,V,80 t/m 84 jaar,"893,8849299573653","229,86"
13644,WINSUM,V,80 t/m 84 jaar,"736,0307276803914","196,24"
13645,WINTERSWIJK,V,80 t/m 84 jaar,"689,8930037347927","540,86"
13646,WOENSDRECHT,V,80 t/m 84 jaar,"728,2962273788675","274,08"
13647,WOERDEN,V,80 t/m 84 jaar,"792,8033756110451","605,52"
13648,WORMERLAND,V,80 t/m 84 jaar,"690,0221971733287","230,66"
13649,WOUDENBERG,V,80 t/m 84 jaar,"724,0520839901633","158,59"
13650,WOUDRICHEM,V,80 t/m 84 jaar,"930,9502829639815","189,07"
13651,ZAANSTAD,V,80 t/m 84 jaar,"784,85076120937","1868,08"
13652,ZALTBOMMEL,V,80 t/m 84 jaar,"803,3760409012981","326,64"
13653,ZANDVOORT,V,80 t/m 84 jaar,"700,248174238997","309,46"
13654,ZEDERIK,V,80 t/m 84 jaar,"973,8578104138852","164,78"
13655,ZEEWOLDE,V,80 t/m 84 jaar,"799,3349916087268","166,84"
13656,ZEIST,V,80 t/m 84 jaar,"720,2365316007513","1112,79"
13657,ZEVENAAR,V,80 t/m 84 jaar,"732,8924834713397","623,16"
13658,ZOETERMEER,V,80 t/m 84 jaar,"756,5979399964069","1335,92"
13659,ZOETERWOUDE,V,80 t/m 84 jaar,"862,4185505319149","90,24"
13660,ZUIDHORN,V,80 t/m 84 jaar,"657,4955787984437","197,91"
13661,ZUIDPLAS,V,80 t/m 84 jaar,"965,8216257597551","431,06"
13662,ZUNDERT,V,80 t/m 84 jaar,"939,8226135084999","328,83"
13663,ZUTPHEN,V,80 t/m 84 jaar,"694,0217784190144","658,45"
13664,ZWARTEWATERLAND,V,80 t/m 84 jaar,"969,5814394775164","226,61"
13665,ZWIJNDRECHT,V,80 t/m 84 jaar,"748,464303053365","762,11"
13666,ZWOLLE,V,80 t/m 84 jaar,"883,5864609028331","1471,59"
13667,AA EN HUNZE,V,85 t/m 89 jaar,"919,0816255104025","257,15"
13668,AALBURG,V,85 t/m 89 jaar,"1267,4388775609284","102,99"
13669,AALSMEER,V,85 t/m 89 jaar,"1043,7714262315221","244,21"
13670,AALTEN,V,85 t/m 89 jaar,"875,4243725116842","288,85"
13671,ACHTKARSPELEN,V,85 t/m 89 jaar,"1083,95459056087","251,93"
13672,ALBLASSERDAM,V,85 t/m 89 jaar,"1023,2610873661473","217,59"
13673,ALBRANDSWAARD,V,85 t/m 89 jaar,"665,6888290565415","181,99"
13674,ALKMAAR,V,85 t/m 89 jaar,"854,720530693408","935,38"
13675,ALMELO,V,85 t/m 89 jaar,"881,0679316612141","687,75"
13676,ALMERE,V,85 t/m 89 jaar,"823,6696731707942","780,53"
13677,ALPHEN AAN DEN RIJN,V,85 t/m 89 jaar,"843,4922455511946","787,29"
13678,ALPHEN-CHAAM,V,85 t/m 89 jaar,"803,8585057471265","87,0"
13679,AMELAND,V,85 t/m 89 jaar,"722,9760582928521","28,82"
13680,AMERSFOORT,V,85 t/m 89 jaar,"846,5462087151643","1221,09"
13681,AMSTELVEEN,V,85 t/m 89 jaar,"752,6690523623306","1219,77"
13682,AMSTERDAM,V,85 t/m 89 jaar,"842,2499712471088","5477,71"
13683,APELDOORN,V,85 t/m 89 jaar,"783,2480959531089","1658,31"
13684,APPINGEDAM,V,85 t/m 89 jaar,"834,4666543049632","161,79"
13685,ARNHEM,V,85 t/m 89 jaar,"778,1851990000397","1260,05"
13686,ASSEN,V,85 t/m 89 jaar,"750,3989076111344","646,29"
13687,ASTEN,V,85 t/m 89 jaar,"704,4104921986885","132,67"
13688,BAARLE-NASSAU,V,85 t/m 89 jaar,"1067,4958583261925","70,02"
13689,BAARN,V,85 t/m 89 jaar,"792,9993321331087","344,38"
13690,BARENDRECHT,V,85 t/m 89 jaar,"669,2030977379167","326,69"
13691,BARNEVELD,V,85 t/m 89 jaar,"984,3115872405841","416,32"
13692,BEDUM,V,85 t/m 89 jaar,"645,0122381736879","84,98"
13693,BEEK,V,85 t/m 89 jaar,"813,3069681015795","161,45"
13694,BEEMSTER,V,85 t/m 89 jaar,"635,9835717320493","70,61"
13695,BEESEL,V,85 t/m 89 jaar,"1040,2262379896524","135,3"
13696,BERG EN DAL,V,85 t/m 89 jaar,"813,1003199431212","421,95"
13697,BERGEIJK,V,85 t/m 89 jaar,"709,9576356329537","119,44"
13698,BERGEN LB,V,85 t/m 89 jaar,"945,0636586562041","101,95"
13699,BERGEN NH,V,85 t/m 89 jaar,"774,7885963751819","453,54"
13700,BERGEN OP ZOOM,V,85 t/m 89 jaar,"1028,2849296460895","677,29"
13701,BERKELLAND,V,85 t/m 89 jaar,"859,8975532888993","469,61"
13702,BERNHEZE,V,85 t/m 89 jaar,"876,6680357869053","245,9"
13703,BEST,V,85 t/m 89 jaar,"744,5764120509596","182,89"
13704,BEUNINGEN,V,85 t/m 89 jaar,"825,6966378271821","182,62"
13705,BEVERWIJK,V,85 t/m 89 jaar,"1030,0831570501132","411,27"
13706,BINNENMAAS,V,85 t/m 89 jaar,"862,1684611243559","260,06"
13707,BLADEL,V,85 t/m 89 jaar,"965,1098391275532","165,97"
13708,BLARICUM,V,85 t/m 89 jaar,"876,809908680592","95,27"
13709,BLOEMENDAAL,V,85 t/m 89 jaar,"741,7016940367081","424,43"
13710,BODEGRAVEN-REEUWIJK,V,85 t/m 89 jaar,"755,1959959882735","259,24"
13711,BOEKEL,V,85 t/m 89 jaar,"1110,440184491208","69,38"
13712,BORGER-ODOORN,V,85 t/m 89 jaar,"789,6523308401462","229,96"
13713,BORNE,V,85 t/m 89 jaar,"914,2964693665629","192,6"
13714,BORSELE,V,85 t/m 89 jaar,"563,7144339665208","221,63"
13715,BOXMEER,V,85 t/m 89 jaar,"897,5013073360226","267,72"
13716,BOXTEL,V,85 t/m 89 jaar,"778,7541658722593","262,25"
13717,BREDA,V,85 t/m 89 jaar,"757,8096786372371","1774,63"
13718,BRIELLE,V,85 t/m 89 jaar,"953,6043064182195","120,75"
13719,BRONCKHORST,V,85 t/m 89 jaar,"952,2330889816171","443,35"
13720,BRUMMEN,V,85 t/m 89 jaar,"865,5063589047296","220,95"
13721,BRUNSSUM,V,85 t/m 89 jaar,"854,8680241327302","371,28"
13722,BUNNIK,V,85 t/m 89 jaar,"890,0763766790914","142,19"
13723,BUNSCHOTEN,V,85 t/m 89 jaar,"865,8324491600354","113,1"
13724,BUREN,V,85 t/m 89 jaar,"835,7294324681038","181,84"
13725,CAPELLE AAN DEN IJSSEL,V,85 t/m 89 jaar,"876,6145006879997","683,14"
13726,CASTRICUM,V,85 t/m 89 jaar,"848,907627180855","408,67"
13727,COEVORDEN,V,85 t/m 89 jaar,"1066,0363160673994","416,62"
13728,CRANENDONCK,V,85 t/m 89 jaar,"748,0577069988835","170,17"
13729,CROMSTRIJEN,V,85 t/m 89 jaar,"834,8303950889343","127,06"
13730,CUIJK,V,85 t/m 89 jaar,"659,1786674459381","171,1"
13731,CULEMBORG,V,85 t/m 89 jaar,"825,2311067771818","225,61"
13732,DALFSEN,V,85 t/m 89 jaar,"1054,2658843476709","224,12"
13733,DANTUMADIEL,V,85 t/m 89 jaar,"1022,3229398663697","215,52"
13734,DE BILT,V,85 t/m 89 jaar,"768,6114243030697","709,54"
13735,DE FRYSKE MARREN,V,85 t/m 89 jaar,"876,6652390561297","485,66"
13736,DE MARNE,V,85 t/m 89 jaar,"1124,594424131627","109,4"
13737,DE RONDE VENEN,V,85 t/m 89 jaar,"741,8767499840184","312,86"
13738,DE WOLDEN,V,85 t/m 89 jaar,"911,100566572238","275,34"
13739,DELFT,V,85 t/m 89 jaar,"955,2532367291288","887,47"
13740,DELFZIJL,V,85 t/m 89 jaar,"939,6903281354636","313,59"
13741,DEN HELDER,V,85 t/m 89 jaar,"1104,8385975609756","492,0"
13742,DEURNE,V,85 t/m 89 jaar,"699,9856915089325","244,61"
13743,DEVENTER,V,85 t/m 89 jaar,"971,9097898189258","948,23"
13744,DIEMEN,V,85 t/m 89 jaar,"812,5261917619912","203,69"
13745,DINKELLAND,V,85 t/m 89 jaar,"784,8354651760912","291,61"
13746,DOESBURG,V,85 t/m 89 jaar,"1009,1115513562938","98,43"
13747,DOETINCHEM,V,85 t/m 89 jaar,"865,8932628353635","535,24"
13748,DONGEN,V,85 t/m 89 jaar,"776,7563021420518","221,75"
13749,DONGERADEEL,V,85 t/m 89 jaar,"1029,31126210143","225,18"
13750,DORDRECHT,V,85 t/m 89 jaar,"856,362699445891","1198,32"
13751,DRECHTERLAND,V,85 t/m 89 jaar,"905,2757352941177","144,16"
13752,DRIMMELEN,V,85 t/m 89 jaar,"708,6125775022143","225,8"
13753,DRONTEN,V,85 t/m 89 jaar,"911,042602604127","262,66"
13754,DRUTEN,V,85 t/m 89 jaar,"881,6498812740522","122,13"
13755,DUIVEN,V,85 t/m 89 jaar,"1023,9939037785588","182,08"
13756,ECHT-SUSTEREN,V,85 t/m 89 jaar,"983,6397163931615","349,78"
13757,EDAM-VOLENDAM,V,85 t/m 89 jaar,"1083,4096842520073","203,01"
13758,EDE,V,85 t/m 89 jaar,"884,4849346219443","1020,22"
13759,EEMNES,V,85 t/m 89 jaar,"505,5358664772727","56,32"
13760,EEMSMOND,V,85 t/m 89 jaar,"1057,066216812764","158,57"
13761,EERSEL,V,85 t/m 89 jaar,"704,2963499420625","138,08"
13762,EIJSDEN-MARGRATEN,V,85 t/m 89 jaar,"959,8578865174388","230,52"
13763,EINDHOVEN,V,85 t/m 89 jaar,"916,5505658163923","2096,97"
13764,ELBURG,V,85 t/m 89 jaar,"822,6458144796379","176,8"
13765,EMMEN,V,85 t/m 89 jaar,"903,0101556822094","1045,72"
13766,ENKHUIZEN,V,85 t/m 89 jaar,"930,7702879990004","160,07"
13767,ENSCHEDE,V,85 t/m 89 jaar,"805,6869853122469","1419,55"
13768,EPE,V,85 t/m 89 jaar,"1053,3210717644965","393,37"
13769,ERMELO,V,85 t/m 89 jaar,"888,1500169894665","294,3"
13770,ETTEN-LEUR,V,85 t/m 89 jaar,"784,6552037668454","307,95"
13771,FERWERDERADIEL,V,85 t/m 89 jaar,"805,7542246856834","73,97"
13772,GEERTRUIDENBERG,V,85 t/m 89 jaar,"832,4935893815306","177,05"
13773,GELDERMALSEN,V,85 t/m 89 jaar,"834,2630974379464","200,23"
13774,GELDROP-MIERLO,V,85 t/m 89 jaar,"845,3760126012602","355,52"
13775,GEMERT-BAKEL,V,85 t/m 89 jaar,"669,5672476651852","200,23"
13776,GENNEP,V,85 t/m 89 jaar,"1111,0837187789084","151,34"
13777,GIESSENLANDEN,V,85 t/m 89 jaar,"812,4800957145965","91,94"
13778,GILZE EN RIJEN,V,85 t/m 89 jaar,"961,291783817557","160,05"
13779,GOEREE-OVERFLAKKEE,V,85 t/m 89 jaar,"934,3395958159845","492,35"
13780,GOES,V,85 t/m 89 jaar,"791,6005726837687","509,88"
13781,GOIRLE,V,85 t/m 89 jaar,"886,8497920709731","180,35"
13782,GOOISE MEREN,V,85 t/m 89 jaar,"812,4989104071507","812,23"
13783,GORINCHEM,V,85 t/m 89 jaar,"852,569642015362","360,63"
13784,GOUDA,V,85 t/m 89 jaar,"885,7086668387984","697,14"
13785,GRAVE,V,85 t/m 89 jaar,"958,7346814471921","82,09"
13786,GRONINGEN,V,85 t/m 89 jaar,"775,2317422723419","1486,22"
13787,GROOTEGAST,V,85 t/m 89 jaar,"960,4768731100907","89,29"
13788,GULPEN-WITTEM,V,85 t/m 89 jaar,"822,6287170773153","153,01"
13789,HAAKSBERGEN,V,85 t/m 89 jaar,"796,6907106857168","216,27"
13790,HAAREN,V,85 t/m 89 jaar,"773,4746879334258","86,52"
13791,HAARLEM,V,85 t/m 89 jaar,"672,7561361887255","1572,23"
13792,HAARLEMMERLIEDE CA,V,85 t/m 89 jaar,"746,8121720881428","38,12"
13793,HAARLEMMERMEER,V,85 t/m 89 jaar,"857,8463657127503","893,16"
13794,HALDERBERGE,V,85 t/m 89 jaar,"1059,9450237351402","246,47"
13795,HARDENBERG,V,85 t/m 89 jaar,"841,4393723858257","470,99"
13796,HARDERWIJK,V,85 t/m 89 jaar,"923,7296319597357","381,48"
13797,HARDINXVELD-GIESSENDAM,V,85 t/m 89 jaar,"774,0870445344129","182,78"
13798,HAREN,V,85 t/m 89 jaar,"683,653071663167","371,46"
13799,HARLINGEN,V,85 t/m 89 jaar,"797,580034519236","179,61"
13800,HATTEM,V,85 t/m 89 jaar,"1039,5372526193248","137,44"
13801,HEEMSKERK,V,85 t/m 89 jaar,"800,5724174789402","392,93"
13802,HEEMSTEDE,V,85 t/m 89 jaar,"909,2366974231487","418,34"
13803,HEERDE,V,85 t/m 89 jaar,"1038,8507283375882","199,77"
13804,HEERENVEEN,V,85 t/m 89 jaar,"831,0320585021433","594,85"
13805,HEERHUGOWAARD,V,85 t/m 89 jaar,"805,3104827746921","257,47"
13806,HEERLEN,V,85 t/m 89 jaar,"942,8891812250052","1140,24"
13807,HEEZE-LEENDE,V,85 t/m 89 jaar,"959,7675754271173","137,55"
13808,HEILOO,V,85 t/m 89 jaar,"759,6088536155203","283,5"
13809,HELLENDOORN,V,85 t/m 89 jaar,"968,5030084882347","372,28"
13810,HELLEVOETSLUIS,V,85 t/m 89 jaar,"823,7881457014405","326,97"
13811,HELMOND,V,85 t/m 89 jaar,"874,6670405626629","659,72"
13812,HENDRIK-IDO-AMBACHT,V,85 t/m 89 jaar,"906,6479877988783","203,26"
13813,HENGELO,V,85 t/m 89 jaar,"729,4097695693449","811,09"
13814,HEUMEN,V,85 t/m 89 jaar,"779,134944612286","139,02"
13815,HEUSDEN,V,85 t/m 89 jaar,"906,1256579547875","328,67"
13816,HILLEGOM,V,85 t/m 89 jaar,"1015,5568749213276","238,33"
13817,HILVARENBEEK,V,85 t/m 89 jaar,"829,936713478023","109,66"
13818,HILVERSUM,V,85 t/m 89 jaar,"759,4311499981941","1107,48"
13819,HOF VAN TWENTE,V,85 t/m 89 jaar,"857,8051305946002","386,31"
13820,HOLLANDS KROON,V,85 t/m 89 jaar,"1027,035338557113","320,33"
13821,HOOGEVEEN,V,85 t/m 89 jaar,"1020,067042861439","565,31"
13822,HOORN,V,85 t/m 89 jaar,"938,2833648460634","560,62"
13823,HORST AAN DE MAAS,V,85 t/m 89 jaar,"1057,014177771672","363,95"
13824,HOUTEN,V,85 t/m 89 jaar,"811,9634421591379","314,57"
13825,HUIZEN,V,85 t/m 89 jaar,"823,0410820680377","416,24"
13826,HULST,V,85 t/m 89 jaar,"789,3367701982316","313,27"
13827,IJSSELSTEIN,V,85 t/m 89 jaar,"722,5243543641712","275,31"
13828,KAAG EN BRAASSEM,V,85 t/m 89 jaar,"875,0033578174188","190,6"
13829,KAMPEN,V,85 t/m 89 jaar,"1043,8077999853933","410,77"
13830,KAPELLE,V,85 t/m 89 jaar,"912,7982411202184","117,12"
13831,KATWIJK,V,85 t/m 89 jaar,"1001,0798081023454","469,0"
13832,KERKRADE,V,85 t/m 89 jaar,"835,0772264675845","567,94"
13833,KOGGENLAND,V,85 t/m 89 jaar,"817,409664885867","164,72"
13834,KOLLUMERLAND CA,V,85 t/m 89 jaar,"1014,9505462430157","119,91"
13835,KORENDIJK,V,85 t/m 89 jaar,"891,7329603836054","87,59"
13836,KRIMPEN AAN DEN IJSSEL,V,85 t/m 89 jaar,"1024,8407356002776","288,2"
13837,KRIMPENERWAARD,V,85 t/m 89 jaar,"735,3505179378475","500,06"
13838,LAARBEEK,V,85 t/m 89 jaar,"1095,3993876983022","179,65"
13839,LANDERD,V,85 t/m 89 jaar,"951,448197247319","118,43"
13840,LANDGRAAF,V,85 t/m 89 jaar,"829,3042220936958","380,38"
13841,LANDSMEER,V,85 t/m 89 jaar,"935,7614678899082","109,0"
13842,LANGEDIJK,V,85 t/m 89 jaar,"815,7629368603979","207,16"
13843,LANSINGERLAND,V,85 t/m 89 jaar,"647,026528341171","278,57"
13844,LAREN,V,85 t/m 89 jaar,"685,9948809070524","236,37"
13845,LEEK,V,85 t/m 89 jaar,"705,0208699472759","182,08"
13846,LEERDAM,V,85 t/m 89 jaar,"882,5600078186083","255,8"
13847,LEEUWARDEN,V,85 t/m 89 jaar,"824,8351046327981","1215,68"
13848,LEIDEN,V,85 t/m 89 jaar,"832,2169608408356","901,96"
13849,LEIDERDORP,V,85 t/m 89 jaar,"693,8521687226422","251,3"
13850,LEIDSCHENDAM-VOORBURG,V,85 t/m 89 jaar,"730,2251887256913","974,96"
13851,LELYSTAD,V,85 t/m 89 jaar,"878,1752283105023","402,96"
13852,LEUDAL,V,85 t/m 89 jaar,"907,4099842077558","341,94"
13853,LEUSDEN,V,85 t/m 89 jaar,"806,2802435053444","282,54"
13854,LINGEWAAL,V,85 t/m 89 jaar,"809,6048516192587","81,21"
13855,LINGEWAARD,V,85 t/m 89 jaar,"798,4563994374121","355,5"
13856,LISSE,V,85 t/m 89 jaar,"853,8154888282277","197,82"
13857,LOCHEM,V,85 t/m 89 jaar,"648,9036447596272","485,08"
13858,LOON OP ZAND,V,85 t/m 89 jaar,"1218,8298078252453","216,99"
13859,LOPIK,V,85 t/m 89 jaar,"915,3594482389178","74,67"
13860,LOPPERSUM,V,85 t/m 89 jaar,"1192,0531160723733","94,51"
13861,LOSSER,V,85 t/m 89 jaar,"860,791780674929","186,39"
13862,MAASDRIEL,V,85 t/m 89 jaar,"919,3197002658932","206,85"
13863,MAASGOUW,V,85 t/m 89 jaar,"882,8331121174265","256,16"
13864,MAASSLUIS,V,85 t/m 89 jaar,"667,5171232876713","271,56"
13865,MAASTRICHT,V,85 t/m 89 jaar,"1012,9941698370749","1377,32"
13866,MARUM,V,85 t/m 89 jaar,"910,6942427385892","77,12"
13867,MEDEMBLIK,V,85 t/m 89 jaar,"1146,728824531516","293,5"
13868,MEERSSEN,V,85 t/m 89 jaar,"1093,1243413575783","193,58"
13869,MEIERIJSTAD,V,85 t/m 89 jaar,"951,4817496559489","639,44"
13870,MEPPEL,V,85 t/m 89 jaar,"935,4532481968824","386,83"
13871,MIDDELBURG,V,85 t/m 89 jaar,"726,9320729237002","518,35"
13872,MIDDEN-DELFLAND,V,85 t/m 89 jaar,"950,5280906364544","150,05"
13873,MIDDEN-DRENTHE,V,85 t/m 89 jaar,"954,9097762720143","327,63"
13874,MIDDEN-GRONINGEN,V,85 t/m 89 jaar,"850,7582008414939","537,14"
13875,MILL EN SINT HUBERT,V,85 t/m 89 jaar,"793,6718894009216","97,65"
13876,MOERDIJK,V,85 t/m 89 jaar,"963,0948172426912","341,71"
13877,MOLENWAARD,V,85 t/m 89 jaar,"909,1748590249015","200,39"
13878,MONTFERLAND,V,85 t/m 89 jaar,"968,9607059381458","295,21"
13879,MONTFOORT,V,85 t/m 89 jaar,"782,8149403640929","79,65"
13880,MOOK EN MIDDELAAR,V,85 t/m 89 jaar,"782,726804881635","68,01"
13881,NEDER-BETUWE,V,85 t/m 89 jaar,"1132,9958789439793","155,3"
13882,NEDERWEERT,V,85 t/m 89 jaar,"985,7174724140668","125,97"
13883,NEERIJNEN,V,85 t/m 89 jaar,"718,8255522907825","91,89"
13884,NIEUWEGEIN,V,85 t/m 89 jaar,"1061,2355959618494","358,58"
13885,NIEUWKOOP,V,85 t/m 89 jaar,"861,71919526122","187,39"
13886,NIJKERK,V,85 t/m 89 jaar,"957,0632872503841","292,95"
13887,NIJMEGEN,V,85 t/m 89 jaar,"829,1837519868089","1346,38"
13888,NISSEWAARD,V,85 t/m 89 jaar,"892,6478636076616","570,12"
13889,NOORD-BEVELAND,V,85 t/m 89 jaar,"880,0967785782249","73,57"
13890,NOORDENVELD,V,85 t/m 89 jaar,"929,890221589754","344,33"
13891,NOORDOOSTPOLDER,V,85 t/m 89 jaar,"873,8498680365727","424,36"
13892,NOORDWIJK,V,85 t/m 89 jaar,"889,3087228003784","264,25"
13893,NOORDWIJKERHOUT,V,85 t/m 89 jaar,"1108,813293098112","129,24"
13894,NUENEN CA,V,85 t/m 89 jaar,"805,0774497771462","154,81"
13895,NUNSPEET,V,85 t/m 89 jaar,"884,0579550158686","289,88"
13896,NUTH,V,85 t/m 89 jaar,"1044,3369366626066","131,36"
13897,OEGSTGEEST,V,85 t/m 89 jaar,"727,8701522170747","302,2"
13898,OIRSCHOT,V,85 t/m 89 jaar,"1205,056855141356","159,88"
13899,OISTERWIJK,V,85 t/m 89 jaar,"954,4415176839805","283,59"
13900,OLDAMBT,V,85 t/m 89 jaar,"998,7847390556694","482,67"
13901,OLDEBROEK,V,85 t/m 89 jaar,"1134,1380226380227","173,16"
13902,OLDENZAAL,V,85 t/m 89 jaar,"806,9547848856681","328,43"
13903,OLST-WIJHE,V,85 t/m 89 jaar,"964,9656830338363","166,39"
13904,OMMEN,V,85 t/m 89 jaar,"810,1856100104276","182,21"
13905,ONDERBANKEN,V,85 t/m 89 jaar,"801,3804627249358","77,8"
13906,OOST GELRE,V,85 t/m 89 jaar,"809,1172696295222","275,86"
13907,OOSTERHOUT,V,85 t/m 89 jaar,"705,6132229942028","451,94"
13908,OOSTSTELLINGWERF,V,85 t/m 89 jaar,"942,9175972407199","292,83"
13909,OOSTZAAN,V,85 t/m 89 jaar,"800,1311214495591","81,68"
13910,OPMEER,V,85 t/m 89 jaar,"1055,987139272271","95,64"
13911,OPSTERLAND,V,85 t/m 89 jaar,"978,910743801653","272,25"
13912,OSS,V,85 t/m 89 jaar,"1059,6614378549586","732,48"
13913,OUD-BEIJERLAND,V,85 t/m 89 jaar,"1035,7013921233763","193,23"
13914,OUDE IJSSELSTREEK,V,85 t/m 89 jaar,"789,0021936830448","469,53"
13915,OUDER-AMSTEL,V,85 t/m 89 jaar,"946,3906901487335","160,69"
13916,OUDEWATER,V,85 t/m 89 jaar,"969,2217267213699","112,12"
13917,OVERBETUWE,V,85 t/m 89 jaar,"1126,9237359597935","296,47"
13918,PAPENDRECHT,V,85 t/m 89 jaar,"815,825473270848","269,93"
13919,PEEL EN MAAS,V,85 t/m 89 jaar,"1008,6999122916927","319,24"
13920,PEKELA,V,85 t/m 89 jaar,"1005,7848924859161","126,03"
13921,PIJNACKER-NOOTDORP,V,85 t/m 89 jaar,"898,1902032520326","246,0"
13922,PURMEREND,V,85 t/m 89 jaar,"1061,283765738268","733,88"
13923,PUTTEN,V,85 t/m 89 jaar,"1001,3129661644851","202,45"
13924,RAALTE,V,85 t/m 89 jaar,"889,9564757658893","349,92"
13925,REIMERSWAAL,V,85 t/m 89 jaar,"834,2732814087369","206,71"
13926,RENKUM,V,85 t/m 89 jaar,"857,6276190109382","519,28"
13927,RENSWOUDE,V,85 t/m 89 jaar,"917,470224719101","17,8"
13928,REUSEL-DE MIERDEN,V,85 t/m 89 jaar,"1153,2550692520776","90,25"
13929,RHEDEN,V,85 t/m 89 jaar,"790,7713436843834","700,09"
13930,RHENEN,V,85 t/m 89 jaar,"656,3456937799044","183,92"
13931,RIDDERKERK,V,85 t/m 89 jaar,"760,1023808551475","489,74"
